Price,District,City,Town,Type,EnergyCertificate,GrossArea,TotalArea,Parking,HasParking,Floor,ConstructionYear,EnergyEfficiencyLevel,PublishDate,Garage,Elevator,ElectricCarsCharging,TotalRooms,NumberOfBedrooms,NumberOfWC,ConservationStatus,LivingArea,LotSize,BuiltArea,NumberOfBathrooms
499000.0,Porto,Trofa,Bougado (São Martinho e Santiago),House,,170.0,1100.0,1.0,True,,1977.0,,,,False,,4.0,,,,431.0,,,0.0
275000.0,Porto,Valongo,Ermesinde,House,D,198.0,168.0,1.0,True,,1995.0,,,,False,,3.0,,,,168.0,,,3.0
475000.0,Porto,Porto,"Aldoar, Foz do Douro e Nevogilde",House,B,111.0,100.0,0.0,False,,1988.0,,,,False,,2.0,,,,100.0,,,2.0
499000.0,Porto,Porto,"Aldoar, Foz do Douro e Nevogilde",House,B,123.0,113.0,0.0,False,,1988.0,,,,False,,3.0,,,,113.0,,,2.0
725000.0,Porto,Porto,"Aldoar, Foz do Douro e Nevogilde",House,,970.0,970.0,0.0,False,,1951.0,,,,False,,5.0,,,,211.0,,,5.0
445000.0,Porto,Vila Nova de Gaia,Vilar de Andorinho,House,C,250.0,211.0,1.0,True,,2022.0,,,,False,,3.0,,,,171.0,,,5.0
1000000.0,Porto,Porto,Bonfim,House,C,,126.0,3.0,True,,1938.0,,,,False,,3.0,,,,319.0,,,3.0
250000.0,Porto,Gondomar,Fânzeres e São Pedro da Cova,House,D,,143.0,3.0,True,,2007.0,,,,False,,3.0,,,,143.0,,,3.0
375000.0,Porto,Matosinhos,"Custóias, Leça do Balio e Guifões",House,,,160.0,2.0,True,,1992.0,,,,False,,3.0,,,,160.0,,,0.0
49900.0,Porto,Paredes,Gandra,House,,,144.0,0.0,False,,2001.0,,,,False,,3.0,,,,82.0,,,0.0
195000.0,Porto,Felgueiras,Vila Fria e Vizela (São Jorge),House,D,,288.0,1.0,True,,2003.0,,,,False,,3.0,,,,288.0,,,3.0
585000.0,Porto,Santo Tirso,Vilarinho,House,D,,1300.0,2.0,True,,2016.0,,,,False,,3.0,,,,684.0,,,4.0
195000.0,Porto,Penafiel,Croca,House,E,,299.0,1.0,True,1st Floor,2004.0,,,,False,,3.0,,,,138.0,,,2.0
750000.0,Porto,Vila do Conde,Vila do Conde,House,C,300.0,192.0,1.0,True,,2002.0,,,,False,,4.0,,,,276.0,,,4.0
37500.0,Porto,Felgueiras,Macieira da Lixa e Caramos,House,,,466.0,0.0,False,,1937.0,,,,False,,2.0,,,,267.0,,,1.0
395000.0,Porto,Maia,Castêlo da Maia,House,E,,420.0,1.0,True,,2001.0,,,,False,,4.0,,,,284.0,,,4.0
340000.0,Porto,Maia,Cidade da Maia,House,C,,127.0,1.0,True,,1986.0,,,,False,,3.0,,,,127.0,,,3.0
345000.0,Porto,Gondomar,"Gondomar (São Cosme), Valbom e Jovim",House,D,240.0,188.0,1.0,True,,1984.0,,,,False,,4.0,,,,188.0,,,3.0
769500.0,Porto,Vila Nova de Gaia,"Sandim, Olival, Lever e Crestuma",House,C,,2165.0,3.0,True,,1994.0,,,,False,,5.0,,,,444.0,,,6.0
205000.0,Porto,Felgueiras,Regilde,House,A,,200.0,1.0,True,,2023.0,,,,False,,3.0,,,,155.0,,,3.0
